geometry,Grid Names,West Boundary,East Boundary,North Boundary,South Boundary,Speed_Limit,Traffic_Volume,Traffic_Cameras,Traffic_Signals,Traffic_Signs,Accidents
"POLYGON ((-114.315796 51.212425, -114.315796 51.17546470000001, -114.2702069 51.17546470000001, -114.2702069 51.212425, -114.315796 51.212425))",grid00,-114.315796,-114.2702069,51.212425,51.175464700000006,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.315796 51.17546470000001, -114.315796 51.1385044, -114.2702069 51.1385044, -114.2702069 51.17546470000001, -114.315796 51.17546470000001))",grid01,-114.315796,-114.2702069,51.175464700000006,51.1385044,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.315796 51.1385044, -114.315796 51.1015441, -114.2702069 51.1015441, -114.2702069 51.1385044, -114.315796 51.1385044))",grid02,-114.315796,-114.2702069,51.1385044,51.1015441,0.0,0.0,0.0,0.0,26.0,0.0
"POLYGON ((-114.315796 51.1015441, -114.315796 51.0645838, -114.2702069 51.0645838, -114.2702069 51.1015441, -114.315796 51.1015441))",grid03,-114.315796,-114.2702069,51.1015441,51.0645838,109.0,44000.0,0.0,0.0,116.0,5.0
"POLYGON ((-114.315796 51.0645838, -114.315796 51.0276235, -114.2702069 51.0276235, -114.2702069 51.0645838, -114.315796 51.0645838))",grid04,-114.315796,-114.2702069,51.0645838,51.027623500000004,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.315796 51.0276235, -114.315796 50.9906632, -114.2702069 50.9906632, -114.2702069 51.0276235, -114.315796 51.0276235))",grid05,-114.315796,-114.2702069,51.027623500000004,50.9906632,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.315796 50.9906632, -114.315796 50.9537029, -114.2702069 50.9537029, -114.2702069 50.9906632, -114.315796 50.9906632))",grid06,-114.315796,-114.2702069,50.9906632,50.953702899999996,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.315796 50.9537029, -114.315796 50.9167426, -114.2702069 50.9167426, -114.2702069 50.9537029, -114.315796 50.9537029))",grid07,-114.315796,-114.2702069,50.953702899999996,50.9167426,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.315796 50.9167426, -114.315796 50.8797823, -114.2702069 50.8797823, -114.2702069 50.9167426, -114.315796 50.9167426))",grid08,-114.315796,-114.2702069,50.9167426,50.8797823,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.315796 50.8797823, -114.315796 50.842822, -114.2702069 50.842822, -114.2702069 50.8797823, -114.315796 50.8797823))",grid09,-114.315796,-114.2702069,50.8797823,50.842822,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.2702069 51.212425, -114.2702069 51.17546470000001, -114.2246178 51.17546470000001, -114.2246178 51.212425, -114.2702069 51.212425))",grid10,-114.2702069,-114.2246178,51.212425,51.175464700000006,75.0,3426.0,0.0,0.0,18.0,0.0
"POLYGON ((-114.2702069 51.17546470000001, -114.2702069 51.1385044, -114.2246178 51.1385044, -114.2246178 51.17546470000001, -114.2702069 51.17546470000001))",grid11,-114.2702069,-114.2246178,51.175464700000006,51.1385044,66.0,11519.0,0.0,7.0,1480.0,10.0
"POLYGON ((-114.2702069 51.1385044, -114.2702069 51.1015441, -114.2246178 51.1015441, -114.2246178 51.1385044, -114.2702069 51.1385044))",grid12,-114.2702069,-114.2246178,51.1385044,51.1015441,66.0,22367.0,0.0,10.0,2206.0,26.0
"POLYGON ((-114.2702069 51.1015441, -114.2702069 51.0645838, -114.2246178 51.0645838, -114.2246178 51.1015441, -114.2702069 51.1015441))",grid13,-114.2702069,-114.2246178,51.1015441,51.0645838,79.0,35282.0,0.0,0.0,893.0,14.0
"POLYGON ((-114.2702069 51.0645838, -114.2702069 51.0276235, -114.2246178 51.0276235, -114.2246178 51.0645838, -114.2702069 51.0645838))",grid14,-114.2702069,-114.2246178,51.0645838,51.027623500000004,60.0,8000.0,0.0,0.0,63.0,3.0
"POLYGON ((-114.2702069 51.0276235, -114.2702069 50.9906632, -114.2246178 50.9906632, -114.2246178 51.0276235, -114.2702069 51.0276235))",grid15,-114.2702069,-114.2246178,51.027623500000004,50.9906632,67.0,17900.0,0.0,0.0,68.0,1.0
"POLYGON ((-114.2702069 50.9906632, -114.2702069 50.9537029, -114.2246178 50.9537029, -114.2246178 50.9906632, -114.2702069 50.9906632))",grid16,-114.2702069,-114.2246178,50.9906632,50.953702899999996,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.2702069 50.9537029, -114.2702069 50.9167426, -114.2246178 50.9167426, -114.2246178 50.9537029, -114.2702069 50.9537029))",grid17,-114.2702069,-114.2246178,50.953702899999996,50.9167426,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.2702069 50.9167426, -114.2702069 50.8797823, -114.2246178 50.8797823, -114.2246178 50.9167426, -114.2702069 50.9167426))",grid18,-114.2702069,-114.2246178,50.9167426,50.8797823,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.2702069 50.8797823, -114.2702069 50.842822, -114.2246178 50.842822, -114.2246178 50.8797823, -114.2702069 50.8797823))",grid19,-114.2702069,-114.2246178,50.8797823,50.842822,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.2246178 51.212425, -114.2246178 51.17546470000001, -114.1790287 51.17546470000001, -114.1790287 51.212425, -114.2246178 51.212425))",grid20,-114.2246178,-114.1790287,51.212425,51.175464700000006,72.0,3341.0,0.0,0.0,84.0,0.0
"POLYGON ((-114.2246178 51.17546470000001, -114.2246178 51.1385044, -114.1790287 51.1385044, -114.1790287 51.17546470000001, -114.2246178 51.17546470000001))",grid21,-114.2246178,-114.1790287,51.175464700000006,51.1385044,69.0,26772.0,1.0,10.0,1341.0,32.0
"POLYGON ((-114.2246178 51.1385044, -114.2246178 51.1015441, -114.1790287 51.1015441, -114.1790287 51.1385044, -114.2246178 51.1385044))",grid22,-114.2246178,-114.1790287,51.1385044,51.1015441,67.0,24064.0,1.0,39.0,4375.0,67.0
"POLYGON ((-114.2246178 51.1015441, -114.2246178 51.0645838, -114.1790287 51.0645838, -114.1790287 51.1015441, -114.2246178 51.1015441))",grid23,-114.2246178,-114.1790287,51.1015441,51.0645838,68.0,25555.0,1.0,17.0,3430.0,44.0
"POLYGON ((-114.2246178 51.0645838, -114.2246178 51.0276235, -114.1790287 51.0276235, -114.1790287 51.0645838, -114.2246178 51.0645838))",grid24,-114.2246178,-114.1790287,51.0645838,51.027623500000004,61.0,16725.0,0.0,22.0,3841.0,45.0
"POLYGON ((-114.2246178 51.0276235, -114.2246178 50.9906632, -114.1790287 50.9906632, -114.1790287 51.0276235, -114.2246178 51.0276235))",grid25,-114.2246178,-114.1790287,51.027623500000004,50.9906632,68.0,16778.0,0.0,2.0,1359.0,15.0
"POLYGON ((-114.2246178 50.9906632, -114.2246178 50.9537029, -114.1790287 50.9537029, -114.1790287 50.9906632, -114.2246178 50.9906632))",grid26,-114.2246178,-114.1790287,50.9906632,50.953702899999996,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.2246178 50.9537029, -114.2246178 50.9167426, -114.1790287 50.9167426, -114.1790287 50.9537029, -114.2246178 50.9537029))",grid27,-114.2246178,-114.1790287,50.953702899999996,50.9167426,0.0,0.0,0.0,0.0,2.0,0.0
"POLYGON ((-114.2246178 50.9167426, -114.2246178 50.8797823, -114.1790287 50.8797823, -114.1790287 50.9167426, -114.2246178 50.9167426))",grid28,-114.2246178,-114.1790287,50.9167426,50.8797823,69.0,7863.0,0.0,0.0,93.0,1.0
"POLYGON ((-114.2246178 50.8797823, -114.2246178 50.842822, -114.1790287 50.842822, -114.1790287 50.8797823, -114.2246178 50.8797823))",grid29,-114.2246178,-114.1790287,50.8797823,50.842822,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.1790287 51.212425, -114.1790287 51.17546470000001, -114.1334396 51.17546470000001, -114.1334396 51.212425, -114.1790287 51.212425))",grid30,-114.1790287,-114.1334396,51.212425,51.175464700000006,63.0,5207.0,0.0,1.0,845.0,11.0
"POLYGON ((-114.1790287 51.17546470000001, -114.1790287 51.1385044, -114.1334396 51.1385044, -114.1334396 51.17546470000001, -114.1790287 51.17546470000001))",grid31,-114.1790287,-114.1334396,51.175464700000006,51.1385044,66.0,25403.0,1.0,22.0,2145.0,84.0
"POLYGON ((-114.1790287 51.1385044, -114.1790287 51.1015441, -114.1334396 51.1015441, -114.1334396 51.1385044, -114.1790287 51.1385044))",grid32,-114.1790287,-114.1334396,51.1385044,51.1015441,69.0,25030.0,2.0,32.0,3788.0,93.0
"POLYGON ((-114.1790287 51.1015441, -114.1790287 51.0645838, -114.1334396 51.0645838, -114.1334396 51.1015441, -114.1790287 51.1015441))",grid33,-114.1790287,-114.1334396,51.1015441,51.0645838,68.0,26474.0,2.0,46.0,6108.0,123.0
"POLYGON ((-114.1790287 51.0645838, -114.1790287 51.0276235, -114.1334396 51.0276235, -114.1334396 51.0645838, -114.1790287 51.0645838))",grid34,-114.1790287,-114.1334396,51.0645838,51.027623500000004,67.0,26853.0,2.0,35.0,6470.0,107.0
"POLYGON ((-114.1790287 51.0276235, -114.1790287 50.9906632, -114.1334396 50.9906632, -114.1334396 51.0276235, -114.1790287 51.0276235))",grid35,-114.1790287,-114.1334396,51.027623500000004,50.9906632,74.0,25165.0,0.0,21.0,3024.0,69.0
"POLYGON ((-114.1790287 50.9906632, -114.1790287 50.9537029, -114.1334396 50.9537029, -114.1334396 50.9906632, -114.1790287 50.9906632))",grid36,-114.1790287,-114.1334396,50.9906632,50.953702899999996,60.0,2060.0,0.0,1.0,260.0,0.0
"POLYGON ((-114.1790287 50.9537029, -114.1790287 50.9167426, -114.1334396 50.9167426, -114.1334396 50.9537029, -114.1790287 50.9537029))",grid37,-114.1790287,-114.1334396,50.953702899999996,50.9167426,75.0,16193.0,0.0,0.0,417.0,9.0
"POLYGON ((-114.1790287 50.9167426, -114.1790287 50.8797823, -114.1334396 50.8797823, -114.1334396 50.9167426, -114.1790287 50.9167426))",grid38,-114.1790287,-114.1334396,50.9167426,50.8797823,70.0,12297.0,0.0,0.0,241.0,6.0
"POLYGON ((-114.1790287 50.8797823, -114.1790287 50.842822, -114.1334396 50.842822, -114.1334396 50.8797823, -114.1790287 50.8797823))",grid39,-114.1790287,-114.1334396,50.8797823,50.842822,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-114.1334396 51.212425, -114.1334396 51.17546470000001, -114.0878505 51.17546470000001, -114.0878505 51.212425, -114.1334396 51.212425))",grid40,-114.1334396,-114.0878505,51.212425,51.175464700000006,60.0,3097.0,0.0,2.0,644.0,2.0
"POLYGON ((-114.1334396 51.17546470000001, -114.1334396 51.1385044, -114.0878505 51.1385044, -114.0878505 51.17546470000001, -114.1334396 51.17546470000001))",grid41,-114.1334396,-114.0878505,51.175464700000006,51.1385044,71.0,35055.0,2.0,24.0,3087.0,79.0
"POLYGON ((-114.1334396 51.1385044, -114.1334396 51.1015441, -114.0878505 51.1015441, -114.0878505 51.1385044, -114.1334396 51.1385044))",grid42,-114.1334396,-114.0878505,51.1385044,51.1015441,70.0,19411.0,0.0,7.0,963.0,23.0
"POLYGON ((-114.1334396 51.1015441, -114.1334396 51.0645838, -114.0878505 51.0645838, -114.0878505 51.1015441, -114.1334396 51.1015441))",grid43,-114.1334396,-114.0878505,51.1015441,51.0645838,64.0,25164.0,3.0,49.0,6781.0,161.0
"POLYGON ((-114.1334396 51.0645838, -114.1334396 51.0276235, -114.0878505 51.0276235, -114.0878505 51.0645838, -114.1334396 51.0645838))",grid44,-114.1334396,-114.0878505,51.0645838,51.027623500000004,59.0,25520.0,8.0,77.0,12676.0,326.0
"POLYGON ((-114.1334396 51.0276235, -114.1334396 50.9906632, -114.0878505 50.9906632, -114.0878505 51.0276235, -114.1334396 51.0276235))",grid45,-114.1334396,-114.0878505,51.027623500000004,50.9906632,66.0,41599.0,3.0,28.0,5722.0,303.0
"POLYGON ((-114.1334396 50.9906632, -114.1334396 50.9537029, -114.0878505 50.9537029, -114.0878505 50.9906632, -114.1334396 50.9906632))",grid46,-114.1334396,-114.0878505,50.9906632,50.953702899999996,62.0,23564.0,2.0,26.0,3199.0,88.0
"POLYGON ((-114.1334396 50.9537029, -114.1334396 50.9167426, -114.0878505 50.9167426, -114.0878505 50.9537029, -114.1334396 50.9537029))",grid47,-114.1334396,-114.0878505,50.953702899999996,50.9167426,67.0,15875.0,0.0,13.0,2700.0,46.0
"POLYGON ((-114.1334396 50.9167426, -114.1334396 50.8797823, -114.0878505 50.8797823, -114.0878505 50.9167426, -114.1334396 50.9167426))",grid48,-114.1334396,-114.0878505,50.9167426,50.8797823,64.0,12072.0,0.0,16.0,2409.0,50.0
"POLYGON ((-114.1334396 50.8797823, -114.1334396 50.842822, -114.0878505 50.842822, -114.0878505 50.8797823, -114.1334396 50.8797823))",grid49,-114.1334396,-114.0878505,50.8797823,50.842822,0.0,1999.0,0.0,0.0,54.0,0.0
"POLYGON ((-114.0878505 51.212425, -114.0878505 51.17546470000001, -114.0422614 51.17546470000001, -114.0422614 51.212425, -114.0878505 51.212425))",grid50,-114.0878505,-114.0422614,51.212425,51.175464700000006,75.0,5331.0,0.0,1.0,342.0,5.0
"POLYGON ((-114.0878505 51.17546470000001, -114.0878505 51.1385044, -114.0422614 51.1385044, -114.0422614 51.17546470000001, -114.0878505 51.17546470000001))",grid51,-114.0878505,-114.0422614,51.175464700000006,51.1385044,69.0,24744.0,0.0,33.0,3376.0,94.0
"POLYGON ((-114.0878505 51.1385044, -114.0878505 51.1015441, -114.0422614 51.1015441, -114.0422614 51.1385044, -114.0878505 51.1385044))",grid52,-114.0878505,-114.0422614,51.1385044,51.1015441,75.0,38655.0,1.0,33.0,3280.0,161.0
"POLYGON ((-114.0878505 51.1015441, -114.0878505 51.0645838, -114.0422614 51.0645838, -114.0422614 51.1015441, -114.0878505 51.1015441))",grid53,-114.0878505,-114.0422614,51.1015441,51.0645838,65.0,24067.0,4.0,53.0,7761.0,238.0
"POLYGON ((-114.0878505 51.0645838, -114.0878505 51.0276235, -114.0422614 51.0276235, -114.0422614 51.0645838, -114.0878505 51.0645838))",grid54,-114.0878505,-114.0422614,51.0645838,51.027623500000004,50.0,15694.0,22.0,223.0,33465.0,465.0
"POLYGON ((-114.0878505 51.0276235, -114.0878505 50.9906632, -114.0422614 50.9906632, -114.0422614 51.0276235, -114.0878505 51.0276235))",grid55,-114.0878505,-114.0422614,51.027623500000004,50.9906632,62.0,29855.0,9.0,61.0,7204.0,307.0
"POLYGON ((-114.0878505 50.9906632, -114.0878505 50.9537029, -114.0422614 50.9537029, -114.0422614 50.9906632, -114.0878505 50.9906632))",grid56,-114.0878505,-114.0422614,50.9906632,50.953702899999996,63.0,19338.0,3.0,70.0,5268.0,225.0
"POLYGON ((-114.0878505 50.9537029, -114.0878505 50.9167426, -114.0422614 50.9167426, -114.0422614 50.9537029, -114.0878505 50.9537029))",grid57,-114.0878505,-114.0422614,50.953702899999996,50.9167426,67.0,31150.0,5.0,34.0,3442.0,154.0
"POLYGON ((-114.0878505 50.9167426, -114.0878505 50.8797823, -114.0422614 50.8797823, -114.0422614 50.9167426, -114.0878505 50.9167426))",grid58,-114.0878505,-114.0422614,50.9167426,50.8797823,66.0,21622.0,3.0,33.0,3905.0,111.0
"POLYGON ((-114.0878505 50.8797823, -114.0878505 50.842822, -114.0422614 50.842822, -114.0422614 50.8797823, -114.0878505 50.8797823))",grid59,-114.0878505,-114.0422614,50.8797823,50.842822,63.0,4181.0,1.0,1.0,303.0,7.0
"POLYGON ((-114.0422614 51.212425, -114.0422614 51.17546470000001, -113.9966723 51.17546470000001, -113.9966723 51.212425, -114.0422614 51.212425))",grid60,-114.0422614,-113.9966723,51.212425,51.175464700000006,90.0,72913.0,0.0,0.0,52.0,22.0
"POLYGON ((-114.0422614 51.17546470000001, -114.0422614 51.1385044, -113.9966723 51.1385044, -113.9966723 51.17546470000001, -114.0422614 51.17546470000001))",grid61,-114.0422614,-113.9966723,51.175464700000006,51.1385044,79.0,40158.0,2.0,15.0,1405.0,55.0
"POLYGON ((-114.0422614 51.1385044, -114.0422614 51.1015441, -113.9966723 51.1015441, -113.9966723 51.1385044, -114.0422614 51.1385044))",grid62,-114.0422614,-113.9966723,51.1385044,51.1015441,73.0,25173.0,0.0,6.0,267.0,25.0
"POLYGON ((-114.0422614 51.1015441, -114.0422614 51.0645838, -113.9966723 51.0645838, -113.9966723 51.1015441, -114.0422614 51.1015441))",grid63,-114.0422614,-113.9966723,51.1015441,51.0645838,70.0,48025.0,6.0,36.0,2475.0,354.0
"POLYGON ((-114.0422614 51.0645838, -114.0422614 51.0276235, -113.9966723 51.0276235, -113.9966723 51.0645838, -114.0422614 51.0645838))",grid64,-114.0422614,-113.9966723,51.0645838,51.027623500000004,75.0,51109.0,5.0,38.0,5590.0,362.0
"POLYGON ((-114.0422614 51.0276235, -114.0422614 50.9906632, -113.9966723 50.9906632, -113.9966723 51.0276235, -114.0422614 51.0276235))",grid65,-114.0422614,-113.9966723,51.027623500000004,50.9906632,77.0,49567.0,5.0,19.0,1813.0,297.0
"POLYGON ((-114.0422614 50.9906632, -114.0422614 50.9537029, -113.9966723 50.9537029, -113.9966723 50.9906632, -114.0422614 50.9906632))",grid66,-114.0422614,-113.9966723,50.9906632,50.953702899999996,73.0,42600.0,3.0,34.0,3147.0,149.0
"POLYGON ((-114.0422614 50.9537029, -114.0422614 50.9167426, -113.9966723 50.9167426, -113.9966723 50.9537029, -114.0422614 50.9537029))",grid67,-114.0422614,-113.9966723,50.953702899999996,50.9167426,72.0,44929.0,0.0,18.0,2693.0,96.0
"POLYGON ((-114.0422614 50.9167426, -114.0422614 50.8797823, -113.9966723 50.8797823, -113.9966723 50.9167426, -114.0422614 50.9167426))",grid68,-114.0422614,-113.9966723,50.9167426,50.8797823,74.0,32644.0,1.0,6.0,1489.0,27.0
"POLYGON ((-114.0422614 50.8797823, -114.0422614 50.842822, -113.9966723 50.842822, -113.9966723 50.8797823, -114.0422614 50.8797823))",grid69,-114.0422614,-113.9966723,50.8797823,50.842822,74.0,13212.0,1.0,5.0,1487.0,17.0
"POLYGON ((-113.9966723 51.212425, -113.9966723 51.17546470000001, -113.9510832 51.17546470000001, -113.9510832 51.212425, -113.9966723 51.212425))",grid70,-113.9966723,-113.9510832,51.212425,51.175464700000006,72.0,15028.0,0.0,0.0,27.0,20.0
"POLYGON ((-113.9966723 51.17546470000001, -113.9966723 51.1385044, -113.9510832 51.1385044, -113.9510832 51.17546470000001, -113.9966723 51.17546470000001))",grid71,-113.9966723,-113.9510832,51.175464700000006,51.1385044,69.0,23647.0,2.0,14.0,1681.0,63.0
"POLYGON ((-113.9966723 51.1385044, -113.9966723 51.1015441, -113.9510832 51.1015441, -113.9510832 51.1385044, -113.9966723 51.1385044))",grid72,-113.9966723,-113.9510832,51.1385044,51.1015441,62.0,19079.0,0.0,17.0,2616.0,80.0
"POLYGON ((-113.9966723 51.1015441, -113.9966723 51.0645838, -113.9510832 51.0645838, -113.9510832 51.1015441, -113.9966723 51.1015441))",grid73,-113.9966723,-113.9510832,51.1015441,51.0645838,65.0,25401.0,6.0,50.0,4428.0,290.0
"POLYGON ((-113.9966723 51.0645838, -113.9966723 51.0276235, -113.9510832 51.0276235, -113.9510832 51.0645838, -113.9966723 51.0645838))",grid74,-113.9966723,-113.9510832,51.0645838,51.027623500000004,63.0,16874.0,5.0,56.0,5514.0,259.0
"POLYGON ((-113.9966723 51.0276235, -113.9966723 50.9906632, -113.9510832 50.9906632, -113.9510832 51.0276235, -113.9966723 51.0276235))",grid75,-113.9966723,-113.9510832,51.027623500000004,50.9906632,62.0,16029.0,1.0,17.0,2714.0,63.0
"POLYGON ((-113.9966723 50.9906632, -113.9966723 50.9537029, -113.9510832 50.9537029, -113.9510832 50.9906632, -113.9966723 50.9906632))",grid76,-113.9966723,-113.9510832,50.9906632,50.953702899999996,72.0,16593.0,2.0,18.0,1711.0,104.0
"POLYGON ((-113.9966723 50.9537029, -113.9966723 50.9167426, -113.9510832 50.9167426, -113.9510832 50.9537029, -113.9966723 50.9537029))",grid77,-113.9966723,-113.9510832,50.953702899999996,50.9167426,75.0,38784.0,5.0,27.0,2372.0,93.0
"POLYGON ((-113.9966723 50.9167426, -113.9966723 50.8797823, -113.9510832 50.8797823, -113.9510832 50.9167426, -113.9966723 50.9167426))",grid78,-113.9966723,-113.9510832,50.9167426,50.8797823,75.0,32672.0,2.0,17.0,3479.0,104.0
"POLYGON ((-113.9966723 50.8797823, -113.9966723 50.842822, -113.9510832 50.842822, -113.9510832 50.8797823, -113.9966723 50.8797823))",grid79,-113.9966723,-113.9510832,50.8797823,50.842822,87.0,25624.0,0.0,7.0,756.0,13.0
"POLYGON ((-113.9510832 51.212425, -113.9510832 51.17546470000001, -113.9054941 51.17546470000001, -113.9054941 51.212425, -113.9510832 51.212425))",grid80,-113.9510832,-113.9054941,51.212425,51.175464700000006,97.0,40000.0,0.0,0.0,2.0,1.0
"POLYGON ((-113.9510832 51.17546470000001, -113.9510832 51.1385044, -113.9054941 51.1385044, -113.9054941 51.17546470000001, -113.9510832 51.17546470000001))",grid81,-113.9510832,-113.9054941,51.175464700000006,51.1385044,84.0,26948.0,0.0,3.0,346.0,26.0
"POLYGON ((-113.9510832 51.1385044, -113.9510832 51.1015441, -113.9054941 51.1015441, -113.9054941 51.1385044, -113.9510832 51.1385044))",grid82,-113.9510832,-113.9054941,51.1385044,51.1015441,78.0,17978.0,0.0,22.0,2841.0,81.0
"POLYGON ((-113.9510832 51.1015441, -113.9510832 51.0645838, -113.9054941 51.0645838, -113.9054941 51.1015441, -113.9510832 51.1015441))",grid83,-113.9510832,-113.9054941,51.1015441,51.0645838,75.0,31707.0,2.0,19.0,2586.0,127.0
"POLYGON ((-113.9510832 51.0645838, -113.9510832 51.0276235, -113.9054941 51.0276235, -113.9054941 51.0645838, -113.9510832 51.0645838))",grid84,-113.9510832,-113.9054941,51.0645838,51.027623500000004,70.0,25499.0,0.0,23.0,2100.0,84.0
"POLYGON ((-113.9510832 51.0276235, -113.9510832 50.9906632, -113.9054941 50.9906632, -113.9054941 51.0276235, -113.9510832 51.0276235))",grid85,-113.9510832,-113.9054941,51.027623500000004,50.9906632,73.0,24354.0,0.0,4.0,150.0,36.0
"POLYGON ((-113.9510832 50.9906632, -113.9510832 50.9537029, -113.9054941 50.9537029, -113.9054941 50.9906632, -113.9510832 50.9906632))",grid86,-113.9510832,-113.9054941,50.9906632,50.953702899999996,79.0,20313.0,1.0,1.0,417.0,38.0
"POLYGON ((-113.9510832 50.9537029, -113.9510832 50.9167426, -113.9054941 50.9167426, -113.9054941 50.9537029, -113.9510832 50.9537029))",grid87,-113.9510832,-113.9054941,50.953702899999996,50.9167426,69.0,22684.0,0.0,6.0,1078.0,27.0
"POLYGON ((-113.9510832 50.9167426, -113.9510832 50.8797823, -113.9054941 50.8797823, -113.9054941 50.9167426, -113.9510832 50.9167426))",grid88,-113.9510832,-113.9054941,50.9167426,50.8797823,77.0,26573.0,1.0,10.0,2428.0,35.0
"POLYGON ((-113.9510832 50.8797823, -113.9510832 50.842822, -113.9054941 50.842822, -113.9054941 50.8797823, -113.9510832 50.8797823))",grid89,-113.9510832,-113.9054941,50.8797823,50.842822,0.0,0.0,0.0,0.0,27.0,0.0
"POLYGON ((-113.9054941 51.212425, -113.9054941 51.17546470000001, -113.859905 51.17546470000001, -113.859905 51.212425, -113.9054941 51.212425))",grid90,-113.9054941,-113.859905,51.212425,51.175464700000006,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-113.9054941 51.17546470000001, -113.9054941 51.1385044, -113.859905 51.1385044, -113.859905 51.17546470000001, -113.9054941 51.17546470000001))",grid91,-113.9054941,-113.859905,51.175464700000006,51.1385044,0.0,0.0,0.0,0.0,8.0,0.0
"POLYGON ((-113.9054941 51.1385044, -113.9054941 51.1015441, -113.859905 51.1015441, -113.859905 51.1385044, -113.9054941 51.1385044))",grid92,-113.9054941,-113.859905,51.1385044,51.1015441,0.0,0.0,0.0,0.0,0.0,0.0
"POLYGON ((-113.9054941 51.1015441, -113.9054941 51.0645838, -113.859905 51.0645838, -113.859905 51.1015441, -113.9054941 51.1015441))",grid93,-113.9054941,-113.859905,51.1015441,51.0645838,0.0,0.0,0.0,0.0,15.0,0.0
"POLYGON ((-113.9054941 51.0645838, -113.9054941 51.0276235, -113.859905 51.0276235, -113.859905 51.0645838, -113.9054941 51.0645838))",grid94,-113.9054941,-113.859905,51.0645838,51.027623500000004,80.0,16000.0,0.0,1.0,118.0,5.0
"POLYGON ((-113.9054941 51.0276235, -113.9054941 50.9906632, -113.859905 50.9906632, -113.859905 51.0276235, -113.9054941 51.0276235))",grid95,-113.9054941,-113.859905,51.027623500000004,50.9906632,80.0,0.0,0.0,0.0,7.0,0.0
"POLYGON ((-113.9054941 50.9906632, -113.9054941 50.9537029, -113.859905 50.9537029, -113.859905 50.9906632, -113.9054941 50.9906632))",grid96,-113.9054941,-113.859905,50.9906632,50.953702899999996,0.0,12196.0,0.0,0.0,165.0,0.0
"POLYGON ((-113.9054941 50.9537029, -113.9054941 50.9167426, -113.859905 50.9167426, -113.859905 50.9537029, -113.9054941 50.9537029))",grid97,-113.9054941,-113.859905,50.953702899999996,50.9167426,60.0,0.0,0.0,0.0,119.0,0.0
"POLYGON ((-113.9054941 50.9167426, -113.9054941 50.8797823, -113.859905 50.8797823, -113.859905 50.9167426, -113.9054941 50.9167426))",grid98,-113.9054941,-113.859905,50.9167426,50.8797823,80.0,9000.0,0.0,0.0,70.0,2.0
"POLYGON ((-113.9054941 50.8797823, -113.9054941 50.842822, -113.859905 50.842822, -113.859905 50.8797823, -113.9054941 50.8797823))",grid99,-113.9054941,-113.859905,50.8797823,50.842822,0.0,0.0,0.0,0.0,5.0,0.0
